0,1,2,3,4,5
"Report of the State Trials, Before a General Court Martial Held at Montreal in 1838-9; Exhibiting a Complete History of the Late Rebellion in Lower Canada. Volumes I & II.","[Colborne, John; Australia; New South Wales; Canada; Law; Convicts] .",USD,InStock,,3000.0
"ALS regarding a Chronometer Recently Acquired to survey boundaries of Maine & the New Republic of Texas, by this early member of the Army Corps of Topographical Engineers.","Graham, James Duncan. (1799-1865) [Republic of Texas; Northeastern Border with Canada in Maine] .",USD,InStock,,275.0
Queensland Geographical Journal: Drayton and Toowoomba - their Early History; Maritime Boundary of Queensland; New Zealand: Its Geographical & Meteorological Conditions considered in their Bearing on Field Industries.,"['J P. Thomson', 'J.P. Thomson, editor.']",USD,InStock,"Royal Geographical Society of Australia,",45.0
"ALS concerning over fishing in the most important New York shad fishery up to that time; signed Peter L Cortelyou, Narrows, February 16th, 1821.","['New York Brooklyn', 'Peter Cortelyou', '[Brooklyn, New York] Cortelyou, Peter.']",USD,InStock,,325.0
The Pacific Coast of New South Wales Australia.,,USD,InStock,"New South Wales Government Immigration and Tourist Bureau,",75.0
"Four invitations celebrating the Opening of Parliament of the Commonwealth of Australia, some designed by prominent Australian artists; 'Opening of the Parliament of the Commonwealth by his Royal Highness The Duke of Cornwall and York'.","['Tussan Dewez', 'Australian Federation', 'Australian Federation; Norman Lindsay; Julian Ashton; Tussan Dewez.', 'Norman Lindsay', 'Julian Ashton']",USD,InStock,"Sands & McDougall Limited,",1250.0
The Life of Sir Ernest Shackleton.,"['Mill, H. R.', 'H. R. Mill']",USD,InStock,"W. Heinemann,",45.0
P&O Line Voyage Mock up artwork.,"['Steamship art', '[Steamship art].']",USD,InStock,,125.0
Artists of the Australian Gold Rush.,"['McCulloch, Alan.', 'Alan McCulloch']",USD,InStock,"Lansdowne Editions,",30.0
"Retrographs: Comprising a History of New York prior to the Revolution; Biographies of George Washington, Alexander Hamilton, Nathan Hale; Sketches of John Andre and Beverly Robinson; Schemes of Aaron Burr and Benedict Arnold.","['Bartram, F.S.', 'F. S. Bartram']",USD,InStock,"Yale Publishing Company,",125.0
"Anatomy Class tickets, University of Glasgow.","['Medicine', 'Thomas Edward Stallybrass', '[Medicine] Stallybrass, Thomas Edward; Robert Hunter, M. S. Buchanan.', 'M. S. Buchanan Robert Hunter']",USD,InStock,,275.0
A Kangaroo in New Zealand in The London Magazine or Gentleman's Monthly Intelligencer Vol. XLII for the Year 1773.,"['Aborigine', '[Kangaroo; Aborigine].', 'Kangaroo']",USD,InStock,"Printed for R. Baldwin at the Rose,",650.0
"Carte de Visite photo of Burmese Prince, Maung Shaw Loo (1839 - 1929) in his native dress.","['E. L. Mowry', 'Photographer', 'Mowry, E.L. (Photographer).']",USD,InStock,"E.L. Mowry. Photographer,",275.0
Results of the Archbold Expeditions. No. 41. Summary of the 1938-1939 New Guinea Expedition.,"['Archbold, Richard and A.L. Rand and L.J. Brass.', 'L J. Brass', 'Richard Archbold', 'A L. Rand']",USD,InStock,"The American Museum of Natural History,",27.5
"In Australia, set of 6 trade cards, text in Italian.","['[Australia; Trade Cards].', 'Trade Cards', 'Australia']",USD,InStock,"Leibig Company,",65.0
"Appelez Urbain de l'Avenue du Bois, Manteau du soir, de Beer; Print from the Gazette du Bon Ton.","['Beer.', 'Beer']",USD,InStock,,125.0
The Marriage of the Sun and the Moon.,"['Au Young, Sum Nung.', 'Sum Nung Au Young']",,,"March & Greenwood,",
"Stereoscopic view, Giant Beasts of Burden - Elephants Hauling Teak Logs from Salwin River, Maulmain, Burma.","['Burma Stereoscopic view.', 'Burma Stereoscopic view']",USD,InStock,"Keystone View Company,",35.0
Over the Range. Sunshine and Shadow in Kimberleys.,"['Ion L. Idriess', 'Idriess, Ion L.']",USD,InStock,"Angus & Robertson,",45.0
"View in Queen Charlotte's Sound, New Zealand.","['Webber, John.', 'John Webber']",USD,InStock,"Boydell,",6000.0
On Horseback Through Asia Minor.,"['Captain', 'Burnaby, Fred. (Captain).', 'Fred Burnaby']",USD,InStock,"Sampson, Low & Marston,",95.0
"Proceedings of a General Court-Martial, held at Chelsea Hospital... for the Trial of Lieut.-Col. Geo. Johnston... on a Charge of Mutiny... Exhibited Against him by the Crown for Deposing on the 26th of January, 1808, William Bligh... Taken in short hand by Mr. Bartrum of Clement's Inn, Who attended on behalf of Governor Bligh...","[Australia; New South Wales] Bligh, William; George Johnston; Mr. Bartrum.",USD,InStock,,9500.0
"The Wonders of Nature and Art (in 12 volumes) Or, A Concise Account of whatever is most curious and remarkable in the world; whether relating to its animal, Vegetable, and mineral productions, or the the manufacturers, buildings, and inventions of its inhabitants compiled and illustrated with the discoveries of modern travelers.","[Hawaii] [New South Wales] [New Zealand] Smith, Rev. Thomas.",USD,InStock,,1250.0
"Annual Report of the Department of Mines, New South Wales; Annual report of the Department of Mines and Agriculture, New South Wales; New South Wales. Dept. of Mineral Resources and Development. Annual report; Statistical Supplement to the Report of the Department of Mines, New South Wales; Summary of the Reports of the Department of Mines, New South Wales.",New South Wales. Department of Mines.,USD,InStock,,6500.0
La Reina: Los Angeles in Three Centuries.,,USD,InStock,"Security-First National Bank of Los Angeles,",40.0
"Joyce, Dogs & Penguins.","['Postcard. Shackleton, E.H.', 'E. H. Postcard. Shackleton']",USD,InStock,,85.0
Chart shewing the track of the Waaksamhey'd transport from Port Jackson in New South Wales to Batavia in 1792 / Geo. Allen sculpt. Sadlers Wells Row.,"Allen, George S. [Hunter, John].",USD,InStock,,1250.0
"The Aborigines of Australia, being an account of the institution for their education at Poonindie in South Australia.","Hale, Right Rev. Bishop.",USD,InStock,,300.0
The Essays of Francis Bacon.,"['Bruce Rogers', 'Bacon, Francis; Rogers, Bruce (designer).', 'designer', 'Francis Bacon']",USD,InStock,"Limited Editions Club,",65.0
Captain James Cook.,"['Nathaniel Dance', 'Dance, Nathaniel.']",USD,InStock,"J. K. Sherwin,",4000.0
Vanity Fair Music Prints: Eduard Strauss.,"['[Music] Vanity Fair; E. B. N.', 'E. B. N.', 'Music', 'Vanity Fair']",USD,InStock,"Vanity Fair,",75.0
A Hunting Holiday in the County Cork.,"['Colt, Margaret.', 'Margaret Colt']",USD,InStock,"Privately printed,",225.0
John Fryer of the Bounty. Notes on his Career written by his Daughter Mary Ann.,"Golden Cockerel Press. Fryer, Mary Ann.",USD,InStock,,650.0
"The Rt. Rev. M. S. Alexander D. D., Lord Bishop of the Anglican Church in Jerusalem. Portrait of the first bishop of oldest Protestant church in the Middle East.","['F. Fancourt', 'after', 'Fancourt, F., after.']",USD,InStock,,175.0
Boats of the Friendly Islands.,"['Webber, John.', 'John Webber']",USD,InStock,"Boydell,",2500.0
"Home Words for Heart and Hearth. St. James', Tunbridge Wells Parish Magazine, with \""View on the Swan River, Western Australia\"" after Huggins.","['[Western Australia] Bullock, Rev. Charles ed.', 'Rev. Charles ed Bullock', 'Western Australia']",USD,InStock,"\""Home Words\"" Publishing Office,",275.0
Artistic Guide to Chicago and the World's Columbian Exposition.,"['Banks, Charles Eugene.', 'Charles Eugene Banks']",USD,InStock,"J.K. Hastings,",45.0
August Storm: Soviet 1945 Strategic Offensive in Manchuria. Leavenworth Papers Number 7.,"Glantz, Lt. C. David.",USD,InStock,,45.0
"The New Protestant Sovereign Safely Coach Wot's about to Start from the New Castle Windsor, on Improved Principles; the Late on being found Crazy.","['[Western Australia] Jones, Thomas Howell.', 'Thomas Howell Jones', 'Western Australia']",USD,InStock,"S. W. Fores, 41 Piccadilly,",1750.0
Travel in New Zealand at the Franz Josef Glacier. A Gleaming Jewel in the Mountain Side.,,USD,InStock,"H. L. Young Ltd.,",35.0
"A Chinese student's accordion book \""Made in China by the students of the Self Help Club\"", Shansi, China.","[China] Oberlin Shansi Memorial Schools J'aiku, Shansi, China.",USD,InStock,,75.0
"Lithographed promotional letter, signed by the The Rev William Boone, a pioneer missionary in Canton, Macau and Amoy and bishop of the American Episcopal Church in Shanghai.","['China', 'Missionary', '[China; Missionary] Boone, William, Rev.']",USD,InStock,,95.0
"New York and the War with Spain. History of the Empire State Regiments [published with] My Memoirs of the Military History of The State of New York During the War For the Union, 1861-65.","Hastings, Hugh (ed). & Burt, Colonel Silas W.",USD,InStock,,65.0
"England versus America for the South Pole. The Illustrated London News weekly issue, Feb. 19, 1910.","['Illustrated London News, Scott, Capt. R. F.', 'Scott Illustrated London News', 'Capt. R. F.']",USD,InStock,,125.0
Le Morte D'Arthur. The Story of King Arthur & of His Noble Knights of the Round Table.,"Malory, Sir Thomas; Gibbings, Robert (ills).",USD,InStock,,400.0
"Family Crest of The Most High, Puissant & Noble Princess Jemima Campbell, Marchioness Grey, & Baroness Lucas of Crudwell.","['Sir William Segar', 'Campbell Family', 'Segar, Sir William and Edmondson, Joseph. [Campbell Family].', 'Joseph Edmondson']",USD,InStock,"Engraved and Printed for the Author and sold by Messrs. Fletcher and Co.,",375.0
Union Royal Mail Line of New Zealand: Union Royal Mail Line via San Francisco.,[New Zealand travel brochure & passenger list].,USD,InStock,,65.0
"US Army Air Force cloth map, No. C-52, Japan and South China; No. C-53, East China Sea, \""AAF Cloth Chart\",[W.W.I.I.; China; Japan; Aviation].,USD,InStock,,150.0
The Poor Man's Help and Young Man's Guide.,"['Burkitt, William .', 'William Burkitt']",USD,InStock,"Charles R. and George Webster,",75.0
"Letter from Frederick Barker, Anglican Bishop of Sydney.","['Barker, Frederick.', 'Frederick Barker']",USD,InStock,,65.0
"Stereoscopic view, Giant Beasts of Burden - Elephants Piling Teak Logs in one of the Great Riverside Yards at Rangoon, Burma.","['Burma Stereoscopic view.', 'Burma Stereoscopic view']",USD,InStock,"Keystone View Company,",35.0
"History of the Reformation of the Sixteenth Century, Volumes I - V.","[""J. H. Merle D'Aubigne"", ""D'Aubigne, J. H. Merle.""]",USD,InStock,"Religious Tract Society,",125.0
"The Kolynos \""Parley Voo Booklet\"". Practical French and German Phrases and How to Pronounce Them. For Daily Use by Soldiers. W.W.I advertising booklet.","['Advertising', '[W. W. I; Advertising].', 'W. W. I.']",,,"The Kolynos Co,",
"Tasmanian Mining Reports; Anchor Tin Mine, Jonah Mines, Mt. Bischoff Tin Mine, Mount Lyle Mining & Railway Company, Mount Lyle Cosmetic Copper Company.",[Mining; Tasmania].,USD,InStock,,550.0
History of the Most Ancient and Honorable Fraternity of Free and Accepted Masons of New York From the Earliest Date.,"['Charles T. McClenachan', 'McClenachan, Charles T.']",USD,InStock,"Published by the Grand Lodge,",650.0
Peck's Improved Lawn Sprinkler of 1876. For Sale by C. A. Blessing .... Philadelphia.,[Trade Card].,USD,InStock,,125.0
"\""Bell Flower and Pink\"", in The American Whig Review, August 1852.","['[Americana].', 'Americana']",USD,InStock,"American Whig Review,",75.0
Campi Phlegrei. Osservazioni sui vulcani delle due Sicilie comunicate alla reale Società di Londra da Sir William Hamilton illustrate con tavole di Pietro Fabris.,"Hamilton, William Sir.",USD,InStock,,100.0
"First Annual Report of the United States Geological Survey to the Hon. Carl Schurz, Secretary of the Interior.","King, Clarence, Director, U. S. Geological Survey.",USD,InStock,,275.0
Gold Coast Geological Survey - Provisional Geological Map of the Gold Coast and Western Togoland with Brief Descriptive Notes Thereon.,"Kitson, Albert E. (Sir).",USD,InStock,,100.0
Asia Nach der Religion.,"['[China, Australia] P. Anselm Desing .', 'Australia China', 'P. Anselm Desing']",USD,InStock,,175.0
"Balagans or summer Habitations, with the method of Drying Fish at St. Peter & Paul. Kamtschatka.","['Webber, John.', 'John Webber']",USD,InStock,"Boydell,",3000.0
"A Flora of North America, Volume I only. 36 Color Plates.","['William P. C. Barton', 'Barton, William P. C.']",USD,InStock,"M. Carey & Sons,",950.0
"Rebuilding London's Shoreditch Church: Anno Regni Georgii II. Regis Magnae Britannaie, Franciae & Hiberniae, Octavo. At the Parliament begun and holden at Westminster, the Fourteenth Day of January, Anno Dom. 1734...",Britain: Acts of Parliament.,USD,InStock,,125.0
Village and Farm Cottages: The Requirements of American Village Homes Considered and Suggested; with Designs for Such Houses of Moderate Cost.,"Cleaveland, Henry W., William Backus, and Samuel D. Backus.",USD,InStock,,275.0
"Cottage Residences; or a Series of Designs for Rural Cottages and Cottage-Villas, and their Gardens and Grounds, Adapted to North America.","Downing, A. J.",USD,InStock,,250.0
"Shade of a Dandy. Original pen & ink caricature of an early 19th century man, whose shadow suggests a Kangaroo.",[Australia; Kangaroo].,USD,InStock,,750.0
Responsibility A Novel.,"['James E. Agate', 'Agate, James E.']",USD,InStock,"Grant Richards Ltd,",250.0
The Voyage of Governor Phillip to Botany Bay with an Account of the Establishment of the Colonies of Port Jackson & Norfolk Island...,"Phillip, Gov. Arthur.",USD,InStock,,3250.0
"L'Australie, set of 6 trade cards.","['[Australia; Trade Cards].', 'Trade Cards', 'Australia']",USD,InStock,"Leibig Company,",65.0
"Tourist's Sketch Map, Penrith to Eskbank, Blue Mountains, New South Wales, Australia. with The Blue Mountains Western Line text printed on the verso.",New South Wales Government Tourist Bureau.,USD,InStock,,225.0
"A Voyage Round the World and Visits to Various Countries in the United States Frigate Columbia; Attended by her Consort the Sloop of War John Adams, and Commanded by Commodore George C. Read.","['[China] Fitch, Taylor W.', 'China', 'Taylor W. Fitch']",USD,InStock,"Mansfield & Appleton,",45.0
County Atlas of Orange New York from actual Surveys by and under the Direction of F.W. Beers.,"['Beers, F.W.', 'F. W. Beers']",USD,InStock,"Andreas Baskin & Burr,",1650.0
The Mountain in Labour - or Much ado about nothing.,"['Thomas McLean', 'Ireland', 'Obstetrics', '[Ireland] [Obstetrics] [McLean, Thomas] .']",USD,InStock,"T. McLean 26 Haymarket,",300.0
"The Works of Samuel Johnson, LL.D.","['Samuel Johnson', 'Johnson, Samuel.']",USD,InStock,"Talboys and Wheeler; W. Pickering,",2250.0
The Rush That Never Ended. A History of Australian Mining.,"['Blainey, Geoffrey.', 'Geoffrey Blainey']",USD,InStock,"Melbourne University Press,",25.0
"Journey to Central Africa; or, Life and Landscapes From Egypt to the Negro Kingdoms of the White Nile.","['Taylor, Bayard.', 'Bayard Taylor']",USD,InStock,"Putnam,",200.0
"Four invitations celebrating the Opening of Parliament of the Commonwealth of Australia, some designed by prominent Australian artists; 'Opening of the Parliament of the Commonwealth by his Royal Highness The Duke of Cornwall and York'.",Australian Federation; Norman Lindsay; Julian Ashton; Tussan Dewez.,USD,InStock,,1250.0
"Description De L'Isthme De Darien Des Proprietez Du Pais Et De La Ville De Panama; A La Quelle On A Joint Une Description Curieuse Des Diverses Plantes, Oiseaux, Poissons Les Plus Rares Qui Se Trouvent Dans La Nouvelle Hollande. / Carte De L'Isthme De Darien Et Du Golfe De Panama.","[Dampier, William] Chatelain, Henry Abraham.",USD,InStock,,275.0
"The Select Works of John Bunyan: Containing The Pilgrim's Progress From This World to That Which is to Come. With Illustrative Notes By Thomas Scott, D.D. Also \""Travels of the Ungodly,\"" and Life of the Author.","['Bunyan, John.', 'John Bunyan']",USD,InStock,"William W. Harding, No. 326 Chestnut Street,",145.0
"A New, Royal and Authentic System of Universal Geography, Antient and Modern: All the late important Discoveries made by the English, and other celebrated Navigators of various Nations, in the different Hemispheres, from the Celebrated Columbus, the first Discoverer of America, to the Death of our no less celebrated Countryman Captain Cook, & c... and the Latest Accounts of the English Colony of Botany Bay:...","['Edward Warren', 'Cook', 'Blake', 'Alexander', 'Bankes, Thomas, Blake, Edward Warren, Cook, Alexander, and Lloyd, Thomas.', 'Thomas Bankes', 'Thomas Lloyd']",USD,InStock,"C. Cooke,",4750.0
The Happy Breed. A Play in Three Acts.,"Coward, Noel.",USD,InStock,,30.0
"Explorations in Australia... I. Exploration in Search of Dr. Leichardt (sic) and Party. II. From Perth to Adelaide, Around the Great Australian Bight. III. From Champion Bay, Across the Desert to the Telegraph and to Adelaide.","['John Forrest', 'Forrest, John.']",USD,InStock,"Sampson Low, Marston, Low, & Searle,",1500.0
"Stereoscopic view, Schoolboys and their Priestly Teacher Having Lessons out of Doors beside the Irrawady River, Burma.","['Burma Stereoscopic view.', 'Burma Stereoscopic view']",USD,InStock,"Keystone View Company,",35.0
Modern Shoemaking International.,"['Oran McCormick', 'McCormick, Oran [editor, illustrator].']",USD,InStock,"Modern Shoemaking Inc.,",275.0
"History of Orange County, New York, with Illustrations and Biographical Sketches of Many of its Pioneers and Prominent Men.","['E. M. Ruttenber', 'L. H. Clark', 'Ruttenber, E. M. and Clark, L. H.']",USD,InStock,"Everts & Peck,",145.0
"Kamilaroi and Kurnai. Group-Marriage and Relationship, and Marriage by Elopement, drawn chiefly from the usage of the Australian Aborigines. Also the Kurnai Tribe - their Customs in Peace and War.","Fison, Lorimer & Howitt, A. W.",USD,InStock,,250.0
"Portrait of Daniel Webster, in The American Whig Review, December 1852.","['[Americana].', 'Americana']",USD,InStock,"American Whig Review,",45.0
Stereoscopic Views from the Archives of Underwood & Underwood of the Chinese Revolution.,"['Chinese Revolution', '[Chinese Revolution].']",USD,InStock,,1750.0
"Snowy Owl. Nyctea. Linn, Male, 1 Female, 2.","['John James Audubon', '[Audubon, John James].']",USD,InStock,"Heritage Editions,",550.0
